190,25.84,24.69
191,26.08,24.96
192,25.25,24.52
193,26.13,24.98
194,26.15,24.90
195,25.26,24.72
196,26.15,24.83
197,25.37,24.63
198,26.15,25.01
199,25.44,24.57
200,25.44,24.49
201,25.42,24.36
202,25.92,24.82
203,25.63,24.54
204,25.91,24.77
205,26.03,24.79
206,25.69,24.95
207,26.17,24.80
208,25.94,24.86
209,26.19,25.09
210,26.16,24.99
211,26.09,24.81
212,26.00,25.00
213,26.07,24.92
214,26.00,25.00
215,25.35,24.65
216,26.08,24.95
217,26.16,24.82
218,25.28,24.75
219,26.06,24.88
220,25.74,24.83
221,26.03,24.45
222,26.09,24.97
223,26.12,24.63
224,26.04,24.50
225,26.09,24.91
226,26.01,24.51
227,26.33,24.98
228,25.98,24.61
229,26.05,24.82
230,25.84,24.36
231,26.11,24.85
232,25.96,24.74
233,26.11,24.70
234,25.93,24.96
235,26.00,25.00
236,26.06,24.86
237,25.98,24.91
238,26.10,24.97
239,26.02,24.94
240,25.86,24.78
241,26.11,24.87
242,26.11,25.00
243,26.02,24.85
244,26.13,25.02
245,26.05,24.76
246,26.18,24.74
247,26.08,24.56
248,24.54,23.18
249,25.83,24.65
250,25.98,24.73
251,26.43,24.90
252,26.03,25.12
253,26.12,24.78
254,26.18,24.79
255,25.87,25.31
256,25.76,24.82
257,25.54,24.64
258,26.04,24.84
259,26.24,24.94
260,25.85,24.68
261,26.08,24.94
262,25.89,24.82
263,25.99,24.77
264,26.04,25.02
265,25.90,24.78
266,24.59,23.24
267,26.01,24.81
268,26.13,24.88
269,25.99,24.75
270,26.02,24.89
271,25.98,24.94
272,25.96,24.87
273,26.12,24.88
274,26.00,24.83
275,26.31,24.87
276,26.00,25.07
277,26.03,25.11
278,26.12,24.87
279,24.89,23.92
280,26.02,24.85
281,26.40,24.81
282,25.92,24.95
283,25.97,24.86
284,26.34,24.81
285,25.85,24.73
286,26.02,25.06
287,26.19,24.97
288,26.18,24.80
289,26.11,24.77
290,26.20,24.92
291,26.24,24.77
292,25.97,24.83
293,26.25,24.72
294,25.89,24.60
295,26.11,24.59
296,26.11,24.91
297,25.94,24.83
298,26.26,24.81
299,26.42,24.73
300,26.42,24.85
301,25.63,24.64
302,26.06,24.90
303,26.01,24.62
304,25.87,24.82
305,26.17,24.63
306,25.79,25.00
307,26.02,24.83
308,26.15,24.86
309,26.00,24.67
310,25.80,24.71
311,25.95,24.87
312,25.68,24.77
313,26.06,24.88
314,26.18,24.77
315,26.08,24.92
316,26.13,24.78
317,25.98,24.91
318,25.94,24.89
319,25.98,24.64
320,26.03,24.75
321,25.92,24.66
322,25.91,24.71
323,26.09,24.94
324,25.77,25.10
325,25.87,24.68
326,26.18,24.80
327,26.01,24.75
328,26.02,24.74
329,26.15,24.77
330,26.17,24.82
331,26.30,24.82
332,26.18,24.78
333,26.06,24.83
334,26.07,24.79
335,26.01,24.80
336,26.30,24.92
337,26.01,24.86
338,26.00,24.92
339,26.05,24.79
340,26.02,24.76
341,26.04,24.84
342,25.73,25.21
343,25.81,24.88
344,25.73,24.97
345,26.09,24.78
346,26.09,24.92
347,26.10,24.91
348,25.65,24.71
349,25.96,24.87
350,26.28,24.69
351,25.83,24.79
352,26.10,24.65
353,25.96,24.78
354,25.93,24.54
355,25.83,24.75
356,25.87,24.74
357,25.88,24.81
358,26.18,24.70
359,25.93,25.04
360,26.00,25.08
361,25.95,24.99
362,25.72,24.70
363,26.09,24.85
364,26.00,24.91
365,26.15,24.84
366,25.76,24.92
367,25.83,24.89
368,25.70,24.97
369,25.87,24.64
370,25.59,24.82
371,25.74,24.67
372,25.57,24.96
373,25.61,24.68
374,26.09,24.97
375,25.91,24.95
376,26.11,24.94
377,26.06,25.12
378,25.55,25.07
379,25.87,24.88
380,26.10,24.81
381,25.83,24.98
382,26.06,24.74
383,26.10,24.58
384,25.99,24.78
385,25.81,24.78
386,25.68,24.81
387,25.92,24.78
388,26.07,24.71
389,25.83,24.74
390,26.13,24.49
391,26.06,24.59
392,25.90,24.76
393,25.87,24.73
394,26.09,24.47
395,26.01,24.54
396,25.84,24.60
397,25.97,24.92
398,25.95,24.60
399,26.12,24.77
400,26.00,24.57
401,26.00,24.49
402,25.99,24.54
403,26.05,25.06
404,25.96,24.66
405,26.07,24.51
406,26.03,25.13
